store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
taf,,Centro Las américas,Avenida Carlos Hank Gonzalez Manzana 4,Ecatepec De Morelos,Estado de México,C.P. 55040,Mexico,525524864320,19.58496,-99.02397,,,0
The Athlete's Foot,,211 Lake Entrance Road,Stockland Shopping Centre,Shellharbour,NSW,2529,Australia,61242965800,-34.56383,150.8399,,,0
taf,,Forum Culiacán,Boulevard Jose Diego Valadéz 1676,Culiacán,Sinaloa,C.P. 80020,Mexico,526677154830,24.8141,-107.4009,,,0
The Athlete's Foot,,2 Town Centre Circuit,Salamander Bay Shopping Centre,Salamander Bay,NSW,2317,Australia,61249827877,-32.73498,152.1069,,,0
taf,,Centro Comercial Las américas,Carretera Federal Xalapa KM 2,Xalapa,Veracruz,C.P. 91193,Mexico,522288127937,19.5128,-96.87721,,,0
The Athlete's Foot,,1 Main Street,Orion Shopping Centre,Springfield,QLD,4300,Australia,61734700895,-27.6765,152.9031,,,0
taf,,Centro Comercial Malecón Américas,"Lote 1, Manzana 1, Supermanzana 6",Cancún,Quintana Roo,C.P. 77500,Mexico,529988844986,21.1286831,-86.81835,,,0
The Athlete's Foot,,Centrefair Plaza Shopping Centre,Maude Street Mall,Shepparton,VIC,3630,Australia,61358315551,-36.38013,145.401,,,0
taf,,Paseo La Fe,Avenida Miguel Alemán 200,San Nicolás de Los Garza,Nuevo Léon,C.P. 66473,Mexico,5288804400 / 88493,25.7190189,-100.217941,,,0
The Athlete's Foot,,1-21 McLeod Street,Cairns Central Shopping Centre,Cairns,QLD,4870,Australia,61740316898,-16.92473,145.7719,,,0
taf,,Parque Via Vallejo,Calzada Vallejo 1090,Ciudad de México,D.F.,C.P. 02340,Mexico,525591307295,19.4877853,-99.152,,,0
The Athlete's Foot,,100 Burwood Road,Westfield Shoppingtown,Burwood,NSW,2134,Australia,61297152580,-33.87493,151.1057,,,0
taf,,Paseo Acoxpa,Avenida Acoxpa 430,Ciudad de México,D.F.,C.P. 14300,Mexico,52556770206,19.29939,-99.13676,,,0
The Athlete's Foot,,813 Burke Road,,Camberwell,VIC,3124,Australia,61398133091,-37.82877,145.057,,,0
taf,,10 Avenida Sur 8,Paseo del Carmen,Playa del Carmen,Quintana Roo,C.P. 77710,Mexico,529848031102,20.6219368,-87.0768051,,,0
The Athlete's Foot,,44 Bulcock Street,,Caloundra,QLD,4551,Australia,61754381102,-26.80503,153.1328,,,0
taf,,Plaza México,Prolongacion José María Morelos 359,Monterrey,Nuevo Léon,C.P. 64000,Mexico,528183405291,25.66787,-100.31308,,,0
The Athlete's Foot,,Westfield Warringah Shopping Centre,Cnr. Old Pittwater Road and Condamine Street,Brookvale,NSW,2100,Australia,61299398926,-33.76811,151.266,,,0
taf,,Plaza Cetram Cuatro Caminos,Calz. Transmisiones Militares 30,Naucalpan de Juárez,Estado de México,C.P. 53489,Mexico,525550872350,19.45714,-99.21573,,,0
The Athlete's Foot,,1 Bay Street,Broadway Shopping Centre,Broadway,NSW,2007,Australia,61292112225,-33.88347,151.1944,,,0
taf,,Altama City Center,Avenida Ejército Mexicano 706,Tampico,Tamaulipas,C.P. 89130,Mexico,528336883725,22.2501221,-97.86494,,,0
The Athlete's Foot,,16 Maryborough Street,Hinkler Central Shopping Centre,Bundaberg,QLD,4670,Australia,61741536367,-24.87178,152.3497,,,0
taf,,Centro Comercial Sentura Zamora,Carretera Zamora - La Barca KM 4.2,Zamora de Hidalgo,Michoacan,C.P. 59725,Mexico,523516880135,20.0283318,-102.277107,,,0
The Athlete's Foot,,Forum Shopping Centre,Sandridge Road,Bunbury,WA,6230,Australia,61897215844,-33.33659,115.6603,,,0
The Athlete's Foot,,120 Oliver Plunkett Street,,Cork,,,Ireland,353214248748,51.89831,-8.46912,,,0
The Athlete's Foot,,Macarthur Square Shopping Centre,Gilchrist Drive,Campbelltown,NSW,2560,Australia,61246278503,-34.07539,150.7978,,,0
The Athlete's Foot,,7 O'Connell Stree,Johnston Court Shopping Centre,Sligo,,,Ireland,353719301209,54.2709274,-8.475332,,,0
The Athlete's Foot,,247 Trower Road,Casuarina Square Shopping Centre,Casuarina,NT,810,Australia,61889453833,-12.37588,130.8814,,,0
